transaction_id,user_id,merchant_id,amount,timestamp,location,payment_method,device_id,is_fraud
2689,U46,M82,1036.0,2024-01-02 20:49:00,Mumbai,UPI,D605,0
2690,U340,M32,1514.04,2024-01-02 20:50:00,Chennai,Wallet,D302,0
2691,U363,M27,1808.39,2024-01-02 20:51:00,Mumbai,UPI,D3,0
2692,U293,M99,19.95,2024-01-02 20:52:00,Kolkata,Card,D236,0
2693,U292,M64,1247.6,2024-01-02 20:53:00,Bangalore,Wallet,D112,0
2694,U51,M19,6620.84,2024-01-02 20:54:00,Bangalore,UPI,D721,0
2695,U320,M65,1463.91,2024-01-02 20:55:00,Kolkata,UPI,D441,0
2696,U60,M98,2263.57,2024-01-02 20:56:00,Chennai,NetBanking,D421,0
2697,U344,M99,747.54,2024-01-02 20:57:00,Bangalore,UPI,D440,0
2698,U284,M47,2974.36,2024-01-02 20:58:00,Bangalore,UPI,D432,0
2699,U53,M0,2964.92,2024-01-02 20:59:00,Bangalore,UPI,D456,0
2700,U245,M22,1473.35,2024-01-02 21:00:00,Delhi,NetBanking,D154,0
2701,U362,M9,7460.56,2024-01-02 21:01:00,Mumbai,UPI,D767,0
2702,U486,M41,268.32,2024-01-02 21:02:00,Bangalore,NetBanking,D350,0
2703,U155,M3,34.19,2024-01-02 21:03:00,Delhi,NetBanking,D152,0
2704,U212,M81,2940.73,2024-01-02 21:04:00,Chennai,NetBanking,D116,0
2705,U313,M50,3291.74,2024-01-02 21:05:00,Bangalore,Card,D378,0
2706,U29,M62,256.14,2024-01-02 21:06:00,Kolkata,Wallet,D249,0
2707,U451,M49,617.36,2024-01-02 21:07:00,Delhi,NetBanking,D496,0
2708,U423,M84,35.42,2024-01-02 21:08:00,Bangalore,Card,D437,0
2709,U142,M96,694.32,2024-01-02 21:09:00,Chennai,UPI,D369,0
2710,U245,M24,2966.86,2024-01-02 21:10:00,Delhi,NetBanking,D700,0
2711,U437,M11,1459.46,2024-01-02 21:11:00,Mumbai,Card,D533,0
2712,U61,M93,855.71,2024-01-02 21:12:00,Mumbai,UPI,D665,0
2713,U270,M92,929.6,2024-01-02 21:13:00,Delhi,Wallet,D228,0
2714,U414,M78,2.71,2024-01-02 21:14:00,Chennai,Wallet,D784,0
2715,U77,M77,712.78,2024-01-02 21:15:00,Chennai,UPI,D316,0
2716,U433,M1,2079.51,2024-01-02 21:16:00,Bangalore,Card,D152,0
2717,U363,M74,7314.33,2024-01-02 21:17:00,Mumbai,UPI,D759,0
2718,U443,M69,3755.43,2024-01-02 21:18:00,Kolkata,NetBanking,D287,0
2719,U331,M20,47.76,2024-01-02 21:19:00,Kolkata,Card,D243,0
2720,U14,M78,4576.59,2024-01-02 21:20:00,Bangalore,UPI,D150,0
2721,U377,M25,3057.55,2024-01-02 21:21:00,Bangalore,Card,D785,0
2722,U309,M98,3031.68,2024-01-02 21:22:00,Kolkata,NetBanking,D362,0
2723,U61,M98,1224.96,2024-01-02 21:23:00,Mumbai,Wallet,D563,0
2724,U98,M7,1015.01,2024-01-02 21:24:00,Delhi,Wallet,D670,0
2725,U302,M11,721.7,2024-01-02 21:25:00,Mumbai,NetBanking,D289,0
2726,U392,M80,135.9,2024-01-02 21:26:00,Delhi,Wallet,D365,0
2727,U347,M0,518.15,2024-01-02 21:27:00,Kolkata,NetBanking,D144,0
2728,U165,M48,566.33,2024-01-02 21:28:00,Kolkata,NetBanking,D506,0
2729,U117,M64,1323.6,2024-01-02 21:29:00,Chennai,Card,D755,0
2730,U316,M54,2752.25,2024-01-02 21:30:00,Mumbai,Card,D593,0
2731,U131,M61,1284.19,2024-01-02 21:31:00,Delhi,NetBanking,D520,0
2732,U163,M99,119.17,2024-01-02 21:32:00,Chennai,NetBanking,D100,0
2733,U154,M92,6330.19,2024-01-02 21:33:00,Kolkata,UPI,D534,0
2734,U6,M66,5719.76,2024-01-02 21:34:00,Chennai,Wallet,D298,0
2735,U340,M99,3076.0,2024-01-02 21:35:00,Chennai,Wallet,D510,0
2736,U177,M11,9495.29,2024-01-02 21:36:00,Bangalore,NetBanking,D291,0
2737,U380,M55,1572.64,2024-01-02 21:37:00,Kolkata,UPI,D452,0
2738,U447,M29,6581.19,2024-01-02 21:38:00,Chennai,NetBanking,D288,0
2739,U82,M74,157.23,2024-01-02 21:39:00,Kolkata,Wallet,D9,0
2740,U215,M66,910.41,2024-01-02 21:40:00,Bangalore,UPI,D496,0
2741,U362,M63,510.77,2024-01-02 21:41:00,Mumbai,UPI,D432,0
2742,U77,M94,5230.799999999999,2024-01-02 21:42:00,Mumbai,NetBanking,D33,1
2743,U91,M7,303.51,2024-01-02 21:43:00,Bangalore,NetBanking,D210,0
2744,U386,M57,1947.91,2024-01-02 21:44:00,Chennai,UPI,D692,0
2745,U241,M23,3040.31,2024-01-02 21:45:00,Delhi,UPI,D67,0
2746,U60,M46,1726.91,2024-01-02 21:46:00,Chennai,Card,D639,0
2747,U147,M95,317.9,2024-01-02 21:47:00,Mumbai,Wallet,D85,0
2748,U489,M9,3333.33,2024-01-02 21:48:00,Delhi,Card,D653,0
2749,U330,M92,2020.95,2024-01-02 21:49:00,Delhi,UPI,D578,0
2750,U61,M85,982.59,2024-01-02 21:50:00,Mumbai,NetBanking,D501,0
2751,U456,M75,2242.52,2024-01-02 21:51:00,Kolkata,Wallet,D744,0
2752,U470,M31,601.95,2024-01-02 21:52:00,Kolkata,Wallet,D606,0
2753,U44,M41,846.83,2024-01-02 21:53:00,Kolkata,Wallet,D506,0
2754,U398,M94,4989.57,2024-01-02 21:54:00,Delhi,UPI,D703,0
2755,U209,M78,686.4,2024-01-02 21:55:00,Bangalore,NetBanking,D613,0
2756,U216,M62,1269.71,2024-01-02 21:56:00,Bangalore,Wallet,D453,0
2757,U396,M49,44171.2,2024-01-02 21:57:00,Delhi,NetBanking,D10,1
2758,U317,M16,2460.1,2024-01-02 21:58:00,Mumbai,Card,D258,0
2759,U315,M45,128.44,2024-01-02 21:59:00,Mumbai,UPI,D51,0
2760,U493,M19,318.7,2024-01-02 22:00:00,Delhi,Card,D410,0
2761,U380,M38,15.74,2024-01-02 22:01:00,Kolkata,Wallet,D80,0
2762,U129,M61,1993.49,2024-01-02 22:02:00,Delhi,Card,D766,0
2763,U28,M77,1187.23,2024-01-02 22:03:00,Delhi,NetBanking,D303,0
2764,U206,M27,288.38,2024-01-02 22:04:00,Chennai,Card,D666,0
2765,U131,M23,6337.04,2024-01-02 22:05:00,Delhi,NetBanking,D65,0
2766,U52,M75,1508.6,2024-01-02 22:06:00,Chennai,Wallet,D681,0
2767,U402,M71,553.86,2024-01-02 22:07:00,Mumbai,Wallet,D750,0
2768,U343,M74,1388.71,2024-01-02 22:08:00,Kolkata,UPI,D208,0
2769,U379,M87,15935.5,2024-01-02 22:09:00,Mumbai,NetBanking,D4,1
2770,U125,M29,158.6,2024-01-02 22:10:00,Chennai,NetBanking,D651,0
2771,U182,M94,642.35,2024-01-02 22:11:00,Delhi,Wallet,D473,0
2772,U423,M77,3289.77,2024-01-02 22:12:00,Bangalore,Card,D317,0
2773,U421,M53,1231.13,2024-01-02 22:13:00,Kolkata,Card,D580,0
2774,U323,M8,1581.86,2024-01-02 22:14:00,Chennai,Card,D282,0
2775,U210,M37,1134.14,2024-01-02 22:15:00,Delhi,NetBanking,D360,0
2776,U447,M7,987.69,2024-01-02 22:16:00,Kolkata,UPI,D40,1
2777,U380,M32,362.44,2024-01-02 22:17:00,Kolkata,UPI,D419,0
2778,U229,M40,1179.53,2024-01-02 22:18:00,Bangalore,NetBanking,D44,0
2779,U216,M30,469.38,2024-01-02 22:19:00,Bangalore,Card,D705,0
2780,U333,M53,102.54,2024-01-02 22:20:00,Mumbai,Wallet,D592,0
2781,U41,M56,3711.31,2024-01-02 22:21:00,Mumbai,UPI,D297,0
2782,U149,M48,7947.0,2024-01-02 22:22:00,Chennai,Card,D126,0
2783,U429,M16,3151.45,2024-01-02 22:23:00,Kolkata,Card,D85,0
2784,U324,M48,3845.35,2024-01-02 22:24:00,Delhi,NetBanking,D90,0
2785,U407,M42,554.08,2024-01-02 22:25:00,Mumbai,UPI,D66,0
2786,U478,M94,6469.35,2024-01-02 22:26:00,Kolkata,Card,D185,0
2787,U90,M89,438.62,2024-01-02 22:27:00,Bangalore,Wallet,D619,0
2788,U238,M78,6049.49,2024-01-02 22:28:00,Chennai,UPI,D116,0
2789,U334,M94,10525.63,2024-01-02 22:29:00,Bangalore,Wallet,D192,0
2790,U31,M69,2487.67,2024-01-02 22:30:00,Kolkata,UPI,D273,0
2791,U400,M13,7941.82,2024-01-02 22:31:00,Delhi,UPI,D400,0
2792,U278,M7,16858.0,2024-01-02 22:32:00,Chennai,Wallet,D31,1
2793,U1,M29,600.97,2024-01-02 22:33:00,Mumbai,UPI,D509,0
2794,U378,M18,1148.94,2024-01-02 22:34:00,Mumbai,UPI,D464,0
2795,U449,M20,1800.64,2024-01-02 22:35:00,Chennai,NetBanking,D477,0
2796,U3,M41,151.78,2024-01-02 22:36:00,Mumbai,UPI,D497,0
2797,U252,M97,1947.54,2024-01-02 22:37:00,Kolkata,NetBanking,D115,0
2798,U289,M54,7945.44,2024-01-02 22:38:00,Mumbai,Card,D112,0
2799,U487,M64,421.71,2024-01-02 22:39:00,Mumbai,NetBanking,D632,0
2800,U496,M19,3146.16,2024-01-02 22:40:00,Kolkata,Wallet,D109,0
2801,U88,M95,4769.73,2024-01-02 22:41:00,Chennai,Card,D555,0
2802,U496,M96,5754.18,2024-01-02 22:42:00,Kolkata,Card,D338,0
2803,U446,M2,6444.54,2024-01-02 22:43:00,Delhi,Card,D176,0
2804,U435,M34,1474.03,2024-01-02 22:44:00,Kolkata,NetBanking,D653,0
2805,U265,M80,7571.48,2024-01-02 22:45:00,Chennai,NetBanking,D157,0
2806,U189,M14,2831.94,2024-01-02 22:46:00,Bangalore,Card,D527,0
2807,U190,M67,352.69,2024-01-02 22:47:00,Mumbai,NetBanking,D432,0
2808,U194,M7,1295.97,2024-01-02 22:48:00,Kolkata,UPI,D740,0
2809,U465,M94,2534.05,2024-01-02 22:49:00,Kolkata,NetBanking,D332,0
2810,U320,M88,568.28,2024-01-02 22:50:00,Kolkata,Wallet,D489,0
2811,U323,M59,2046.72,2024-01-02 22:51:00,Chennai,UPI,D52,0
2812,U438,M95,2196.83,2024-01-02 22:52:00,Chennai,UPI,D382,0
2813,U19,M76,355.15,2024-01-02 22:53:00,Chennai,NetBanking,D23,0
2814,U122,M56,1665.21,2024-01-02 22:54:00,Kolkata,UPI,D66,0
2815,U346,M55,2953.55,2024-01-02 22:55:00,Mumbai,Wallet,D471,0
2816,U351,M84,1381.88,2024-01-02 22:56:00,Kolkata,UPI,D420,0
2817,U332,M24,24.35,2024-01-02 22:57:00,Chennai,NetBanking,D739,0
2818,U115,M98,18.16,2024-01-02 22:58:00,Chennai,NetBanking,D365,0
2819,U15,M71,883.31,2024-01-02 22:59:00,Chennai,Card,D577,0
2820,U41,M21,5212.63,2024-01-02 23:00:00,Mumbai,Card,D466,0
2821,U334,M96,519.3,2024-01-02 23:01:00,Bangalore,Wallet,D701,0
2822,U289,M31,2012.23,2024-01-02 23:02:00,Mumbai,Card,D358,0
2823,U260,M33,502.25,2024-01-02 23:03:00,Delhi,NetBanking,D281,0
2824,U246,M48,776.24,2024-01-02 23:04:00,Mumbai,NetBanking,D424,0
2825,U473,M14,3768.3,2024-01-02 23:05:00,Kolkata,NetBanking,D56,0
2826,U244,M78,2610.25,2024-01-02 23:06:00,Mumbai,NetBanking,D301,0
2827,U310,M50,2005.2,2024-01-02 23:07:00,Bangalore,UPI,D34,1
2828,U80,M95,1119.69,2024-01-02 23:08:00,Chennai,Card,D718,0
2829,U329,M42,59.21,2024-01-02 23:09:00,Kolkata,NetBanking,D609,0
2830,U373,M76,1311.28,2024-01-02 23:10:00,Chennai,NetBanking,D425,0
2831,U315,M72,2171.99,2024-01-02 23:11:00,Mumbai,Card,D124,0
2832,U129,M41,252.27,2024-01-02 23:12:00,Delhi,UPI,D281,0
2833,U351,M77,681.84,2024-01-02 23:13:00,Kolkata,Card,D604,0
2834,U449,M75,1014.45,2024-01-02 23:14:00,Chennai,Card,D635,0
2835,U44,M73,5039.77,2024-01-02 23:15:00,Kolkata,NetBanking,D6,0
2836,U414,M86,9997.91,2024-01-02 23:16:00,Chennai,UPI,D615,0
2837,U172,M92,91.9,2024-01-02 23:17:00,Chennai,Card,D262,0
2838,U77,M41,2862.65,2024-01-02 23:18:00,Chennai,UPI,D759,0
2839,U451,M88,929.55,2024-01-02 23:19:00,Delhi,Wallet,D429,0
2840,U255,M15,996.67,2024-01-02 23:20:00,Mumbai,Wallet,D756,0
2841,U460,M41,2807.0,2024-01-02 23:21:00,Mumbai,NetBanking,D363,0
2842,U210,M13,5012.5,2024-01-02 23:22:00,Delhi,Wallet,D671,0
2843,U343,M82,6028.96,2024-01-02 23:23:00,Kolkata,Card,D413,0
2844,U425,M25,1721.35,2024-01-02 23:24:00,Kolkata,Wallet,D350,0
2845,U341,M9,883.6,2024-01-02 23:25:00,Chennai,NetBanking,D408,0
2846,U445,M48,3098.09,2024-01-02 23:26:00,Kolkata,NetBanking,D581,0
2847,U103,M6,578.04,2024-01-02 23:27:00,Kolkata,Card,D442,0
2848,U204,M10,1660.57,2024-01-02 23:28:00,Bangalore,UPI,D486,0
2849,U460,M35,888.14,2024-01-02 23:29:00,Mumbai,Wallet,D670,0
2850,U359,M16,2137.9,2024-01-02 23:30:00,Bangalore,Card,D3,0
2851,U245,M93,549.92,2024-01-02 23:31:00,Delhi,NetBanking,D345,0
2852,U314,M33,425.38,2024-01-02 23:32:00,Chennai,Wallet,D543,0
2853,U304,M2,5007.91,2024-01-02 23:33:00,Kolkata,NetBanking,D759,0
2854,U354,M8,214.73,2024-01-02 23:34:00,Delhi,UPI,D574,0
2855,U73,M14,1410.27,2024-01-02 23:35:00,Delhi,Wallet,D493,0
2856,U291,M5,499.11,2024-01-02 23:36:00,Mumbai,Card,D311,0
2857,U208,M11,79.42,2024-01-02 23:37:00,Mumbai,Card,D341,0
2858,U265,M98,73.37,2024-01-02 23:38:00,Chennai,NetBanking,D295,0
2859,U153,M88,385.28,2024-01-02 23:39:00,Mumbai,Card,D243,0
2860,U174,M81,4031.36,2024-01-02 23:40:00,Mumbai,NetBanking,D448,0
2861,U0,M94,663.91,2024-01-02 23:41:00,Kolkata,Wallet,D38,0
2862,U372,M54,6009.92,2024-01-02 23:42:00,Delhi,UPI,D29,0
2863,U69,M56,1742.74,2024-01-02 23:43:00,Kolkata,UPI,D104,0
2864,U139,M39,1147.58,2024-01-02 23:44:00,Bangalore,NetBanking,D670,0
2865,U149,M75,19089.620000000003,2024-01-02 23:45:00,Bangalore,Card,D29,1
2866,U364,M4,1454.23,2024-01-02 23:46:00,Bangalore,Wallet,D490,0
2867,U290,M50,2844.06,2024-01-02 23:47:00,Delhi,Wallet,D156,0
2868,U229,M73,663.95,2024-01-02 23:48:00,Bangalore,Wallet,D641,0
2869,U498,M68,870.97,2024-01-02 23:49:00,Bangalore,Wallet,D523,0
2870,U451,M27,4490.41,2024-01-02 23:50:00,Delhi,NetBanking,D190,0
2871,U453,M63,5854.52,2024-01-02 23:51:00,Mumbai,UPI,D262,0
2872,U73,M6,4461.61,2024-01-02 23:52:00,Delhi,NetBanking,D335,0
2873,U204,M96,1087.55,2024-01-02 23:53:00,Bangalore,Card,D146,0
2874,U416,M5,3031.58,2024-01-02 23:54:00,Delhi,UPI,D747,0
2875,U387,M62,1293.81,2024-01-02 23:55:00,Bangalore,Card,D520,0
2876,U26,M43,1376.48,2024-01-02 23:56:00,Bangalore,Wallet,D503,0
2877,U216,M1,458.02,2024-01-02 23:57:00,Bangalore,Wallet,D320,0
2878,U106,M3,1788.72,2024-01-02 23:58:00,Kolkata,Wallet,D509,0
2879,U159,M83,411.92,2024-01-02 23:59:00,Kolkata,NetBanking,D700,0
2880,U369,M47,805.63,2024-01-03 00:00:00,Bangalore,UPI,D435,0
2881,U288,M20,3862.46,2024-01-03 00:01:00,Kolkata,UPI,D623,0
2882,U414,M47,464.06,2024-01-03 00:02:00,Chennai,Wallet,D638,0
2883,U125,M54,147.63,2024-01-03 00:03:00,Chennai,Card,D515,0
2884,U181,M42,143.01,2024-01-03 00:04:00,Delhi,Wallet,D248,0
2885,U222,M54,5653.14,2024-01-03 00:05:00,Bangalore,Wallet,D303,0
2886,U77,M54,1414.17,2024-01-03 00:06:00,Chennai,UPI,D409,0
2887,U4,M12,1053.27,2024-01-03 00:07:00,Mumbai,Wallet,D765,0
2888,U423,M86,3330.73,2024-01-03 00:08:00,Bangalore,NetBanking,D699,0
2889,U368,M95,3613.66,2024-01-03 00:09:00,Bangalore,Card,D135,0
2890,U333,M12,807.51,2024-01-03 00:10:00,Mumbai,Wallet,D314,0
2891,U122,M80,2365.85,2024-01-03 00:11:00,Kolkata,Wallet,D427,0
2892,U216,M84,2949.14,2024-01-03 00:12:00,Bangalore,NetBanking,D782,0
2893,U456,M1,2126.4,2024-01-03 00:13:00,Kolkata,NetBanking,D513,0
2894,U78,M98,328.79,2024-01-03 00:14:00,Mumbai,UPI,D10,0
2895,U45,M81,4173.06,2024-01-03 00:15:00,Delhi,UPI,D92,0
2896,U52,M72,1549.12,2024-01-03 00:16:00,Chennai,NetBanking,D787,0
2897,U417,M54,663.89,2024-01-03 00:17:00,Mumbai,NetBanking,D617,0
2898,U269,M89,1107.56,2024-01-03 00:18:00,Chennai,NetBanking,D582,0
2899,U165,M88,76.59,2024-01-03 00:19:00,Kolkata,UPI,D679,0
2900,U67,M34,273.63,2024-01-03 00:20:00,Mumbai,NetBanking,D780,0
2901,U302,M21,2901.0,2024-01-03 00:21:00,Mumbai,NetBanking,D225,0
2902,U442,M83,0.02,2024-01-03 00:22:00,Kolkata,NetBanking,D28,0
2903,U147,M92,1077.65,2024-01-03 00:23:00,Mumbai,NetBanking,D187,0
2904,U441,M50,1478.42,2024-01-03 00:24:00,Bangalore,Wallet,D105,0
2905,U361,M74,112.37,2024-01-03 00:25:00,Kolkata,Card,D242,0
2906,U443,M22,7229.64,2024-01-03 00:26:00,Kolkata,Wallet,D324,0
2907,U450,M92,512.69,2024-01-03 00:27:00,Kolkata,Card,D425,0
2908,U458,M99,725.38,2024-01-03 00:28:00,Kolkata,NetBanking,D745,0
2909,U284,M33,724.65,2024-01-03 00:29:00,Bangalore,Wallet,D40,0
2910,U429,M22,523.81,2024-01-03 00:30:00,Kolkata,NetBanking,D301,0
2911,U493,M30,38.35,2024-01-03 00:31:00,Kolkata,Card,D45,1
2912,U231,M40,2613.82,2024-01-03 00:32:00,Mumbai,UPI,D558,0
2913,U87,M2,6813.15,2024-01-03 00:33:00,Delhi,UPI,D167,0
2914,U76,M85,507.96,2024-01-03 00:34:00,Kolkata,UPI,D698,0
2915,U409,M15,2175.62,2024-01-03 00:35:00,Chennai,UPI,D483,0
2916,U340,M87,2708.79,2024-01-03 00:36:00,Chennai,UPI,D425,0
2917,U74,M13,3773.35,2024-01-03 00:37:00,Mumbai,Wallet,D236,0
2918,U57,M40,1098.54,2024-01-03 00:38:00,Kolkata,UPI,D465,0
2919,U21,M52,721.74,2024-01-03 00:39:00,Delhi,NetBanking,D31,0
2920,U451,M12,786.96,2024-01-03 00:40:00,Delhi,Wallet,D74,0
2921,U499,M64,29926.92,2024-01-03 00:41:00,Chennai,Card,D25,1
2922,U389,M96,3394.13,2024-01-03 00:42:00,Delhi,UPI,D755,0
2923,U468,M28,400.84,2024-01-03 00:43:00,Kolkata,NetBanking,D218,0
2924,U443,M79,927.06,2024-01-03 00:44:00,Kolkata,Wallet,D101,0
2925,U205,M47,4644.36,2024-01-03 00:45:00,Bangalore,NetBanking,D246,0
2926,U72,M55,3286.96,2024-01-03 00:46:00,Bangalore,Card,D567,0
2927,U208,M29,8380.62,2024-01-03 00:47:00,Mumbai,UPI,D678,0
2928,U217,M60,2806.87,2024-01-03 00:48:00,Kolkata,NetBanking,D154,0
2929,U387,M11,999.1,2024-01-03 00:49:00,Bangalore,NetBanking,D740,0
2930,U413,M5,1786.31,2024-01-03 00:50:00,Delhi,Wallet,D217,0
2931,U432,M2,17308.72,2024-01-03 00:51:00,Bangalore,NetBanking,D18,1
2932,U213,M19,163.41,2024-01-03 00:52:00,Bangalore,Wallet,D60,0
2933,U263,M94,1572.71,2024-01-03 00:53:00,Mumbai,Card,D419,0
2934,U155,M53,2471.07,2024-01-03 00:54:00,Delhi,Wallet,D8,0
2935,U354,M34,366.21,2024-01-03 00:55:00,Delhi,UPI,D502,0
2936,U219,M89,3034.01,2024-01-03 00:56:00,Delhi,NetBanking,D178,0
2937,U156,M85,1753.05,2024-01-03 00:57:00,Delhi,UPI,D542,0
2938,U87,M62,6082.37,2024-01-03 00:58:00,Delhi,NetBanking,D330,0
2939,U405,M94,86.7,2024-01-03 00:59:00,Chennai,NetBanking,D229,0
2940,U279,M25,616.66,2024-01-03 01:00:00,Kolkata,Wallet,D130,0
2941,U31,M78,1840.37,2024-01-03 01:01:00,Kolkata,Wallet,D416,0
2942,U88,M59,703.55,2024-01-03 01:02:00,Chennai,Card,D27,0
2943,U296,M90,2506.5,2024-01-03 01:03:00,Delhi,Wallet,D432,0
2944,U270,M83,2845.96,2024-01-03 01:04:00,Delhi,NetBanking,D434,0
2945,U22,M0,216.32,2024-01-03 01:05:00,Delhi,Card,D200,0
2946,U446,M83,1442.49,2024-01-03 01:06:00,Delhi,Card,D303,0
2947,U321,M85,1422.18,2024-01-03 01:07:00,Bangalore,NetBanking,D585,0
2948,U347,M14,921.79,2024-01-03 01:08:00,Kolkata,UPI,D416,0
2949,U324,M55,5403.88,2024-01-03 01:09:00,Delhi,Wallet,D478,0
2950,U394,M87,3514.79,2024-01-03 01:10:00,Delhi,UPI,D129,0
2951,U157,M11,2389.43,2024-01-03 01:11:00,Kolkata,NetBanking,D580,0
2952,U282,M75,2505.81,2024-01-03 01:12:00,Delhi,NetBanking,D797,0
2953,U116,M19,1238.74,2024-01-03 01:13:00,Mumbai,Wallet,D336,0
2954,U73,M57,5076.48,2024-01-03 01:14:00,Delhi,Wallet,D402,0
2955,U465,M39,2372.24,2024-01-03 01:15:00,Kolkata,NetBanking,D276,0
2956,U89,M30,2611.13,2024-01-03 01:16:00,Bangalore,Wallet,D346,0
2957,U485,M47,3956.53,2024-01-03 01:17:00,Chennai,NetBanking,D260,0
2958,U306,M57,640.61,2024-01-03 01:18:00,Bangalore,Card,D289,0
2959,U42,M67,3290.87,2024-01-03 01:19:00,Bangalore,NetBanking,D167,0
2960,U170,M2,434.42,2024-01-03 01:20:00,Bangalore,NetBanking,D72,0
2961,U233,M58,847.28,2024-01-03 01:21:00,Delhi,Wallet,D710,0
2962,U246,M32,817.77,2024-01-03 01:22:00,Mumbai,NetBanking,D679,0
2963,U251,M99,7681.78,2024-01-03 01:23:00,Delhi,Card,D511,0
2964,U93,M64,3883.36,2024-01-03 01:24:00,Mumbai,UPI,D760,0
2965,U483,M25,2415.76,2024-01-03 01:25:00,Mumbai,UPI,D384,0
2966,U266,M33,2596.98,2024-01-03 01:26:00,Bangalore,NetBanking,D398,0
2967,U81,M82,1651.41,2024-01-03 01:27:00,Mumbai,UPI,D450,0
2968,U457,M7,5878.35,2024-01-03 01:28:00,Delhi,Wallet,D662,0
2969,U70,M43,1371.39,2024-01-03 01:29:00,Mumbai,Card,D131,0
2970,U237,M97,957.74,2024-01-03 01:30:00,Kolkata,UPI,D426,0
2971,U332,M78,355.95,2024-01-03 01:31:00,Chennai,NetBanking,D770,0
2972,U311,M72,3085.48,2024-01-03 01:32:00,Bangalore,UPI,D725,0
2973,U300,M77,2651.86,2024-01-03 01:33:00,Bangalore,Wallet,D719,0
2974,U26,M57,970.17,2024-01-03 01:34:00,Bangalore,UPI,D726,0
2975,U464,M54,51.03,2024-01-03 01:35:00,Kolkata,UPI,D27,0
2976,U414,M1,3652.67,2024-01-03 01:36:00,Chennai,Card,D480,0
2977,U233,M84,22.97,2024-01-03 01:37:00,Delhi,Card,D724,0
2978,U441,M71,2432.76,2024-01-03 01:38:00,Bangalore,Card,D384,0
2979,U189,M75,7030.33,2024-01-03 01:39:00,Bangalore,Card,D312,0
2980,U302,M53,1151.3,2024-01-03 01:40:00,Mumbai,UPI,D275,0
2981,U28,M30,535.69,2024-01-03 01:41:00,Delhi,NetBanking,D422,0
2982,U60,M63,2440.69,2024-01-03 01:42:00,Chennai,UPI,D39,0
2983,U310,M32,3397.94,2024-01-03 01:43:00,Delhi,Card,D733,0
2984,U395,M74,1581.21,2024-01-03 01:44:00,Chennai,Wallet,D729,0
2985,U494,M83,6824.63,2024-01-03 01:45:00,Mumbai,NetBanking,D748,0
2986,U336,M81,106.1,2024-01-03 01:46:00,Mumbai,UPI,D407,0
2987,U280,M67,1405.57,2024-01-03 01:47:00,Kolkata,Card,D598,0
2988,U365,M33,2534.92,2024-01-03 01:48:00,Mumbai,UPI,D225,0
2989,U448,M97,3970.31,2024-01-03 01:49:00,Delhi,Card,D570,0
2990,U263,M33,395.09,2024-01-03 01:50:00,Mumbai,Wallet,D67,0
2991,U193,M20,3218.91,2024-01-03 01:51:00,Bangalore,NetBanking,D378,0
2992,U262,M68,1609.08,2024-01-03 01:52:00,Delhi,UPI,D298,0
2993,U486,M0,1010.2,2024-01-03 01:53:00,Bangalore,UPI,D703,0
2994,U456,M51,282.47,2024-01-03 01:54:00,Kolkata,Card,D220,0
2995,U62,M13,4009.35,2024-01-03 01:55:00,Chennai,NetBanking,D483,0
2996,U220,M81,2053.32,2024-01-03 01:56:00,Delhi,Card,D13,1
2997,U17,M97,741.51,2024-01-03 01:57:00,Mumbai,NetBanking,D57,0
2998,U430,M49,685.11,2024-01-03 01:58:00,Delhi,NetBanking,D788,0
2999,U87,M60,4102.32,2024-01-03 01:59:00,Delhi,UPI,D317,0
3000,U234,M67,2233.77,2024-01-03 02:00:00,Bangalore,NetBanking,D470,0
3001,U199,M19,3185.96,2024-01-03 02:01:00,Kolkata,Wallet,D432,0
3002,U476,M28,576.61,2024-01-03 02:02:00,Bangalore,Card,D9,0
3003,U8,M61,1960.99,2024-01-03 02:03:00,Delhi,Card,D535,0
3004,U365,M14,1696.08,2024-01-03 02:04:00,Mumbai,NetBanking,D604,0
3005,U233,M73,3577.49,2024-01-03 02:05:00,Delhi,Card,D586,0
3006,U251,M89,66230.78,2024-01-03 02:06:00,Bangalore,UPI,D10,1
3007,U444,M24,24.46,2024-01-03 02:07:00,Chennai,Wallet,D279,0
3008,U356,M63,2241.84,2024-01-03 02:08:00,Chennai,Card,D662,0
3009,U490,M17,106.46,2024-01-03 02:09:00,Bangalore,UPI,D112,0
3010,U7,M15,1591.95,2024-01-03 02:10:00,Bangalore,NetBanking,D57,0
3011,U73,M90,678.32,2024-01-03 02:11:00,Delhi,Card,D130,0
3012,U152,M81,732.81,2024-01-03 02:12:00,Delhi,Wallet,D307,0
3013,U149,M92,10448.28,2024-01-03 02:13:00,Bangalore,NetBanking,D31,1
3014,U408,M48,1941.98,2024-01-03 02:14:00,Delhi,Card,D362,0
3015,U104,M37,813.08,2024-01-03 02:15:00,Chennai,Wallet,D56,0
3016,U440,M67,2638.76,2024-01-03 02:16:00,Kolkata,NetBanking,D285,0
3017,U414,M78,1036.8,2024-01-03 02:17:00,Chennai,NetBanking,D435,0
3018,U424,M53,141.6,2024-01-03 02:18:00,Mumbai,UPI,D276,0
3019,U211,M23,3062.73,2024-01-03 02:19:00,Mumbai,Card,D496,0
3020,U493,M84,673.07,2024-01-03 02:20:00,Delhi,Wallet,D582,0
3021,U222,M38,1133.97,2024-01-03 02:21:00,Bangalore,NetBanking,D124,0
